fips,animal_usd,crop_usd,total_usd
01111,196765000.0,10913000.0,207678000.0
01113,20473000.0,8863000.0,29336000.0
01115,131272000.0,22962000.0,154234000.0
01117,2110000.0,22106000.0,24216000.0
01119,17447000.0,2785000.0,20232000.0
01121,29314000.0,27639000.0,56953000.0
01123,22299000.0,5913000.0,28212000.0
01125,34083000.0,17980000.0,52063000.0
01127,61765000.0,4185000.0,65950000.0
01129,13894000.0,4690000.0,18584000.0
01131,7143000.0,4751000.0,11894000.0
01133,17564000.0,2790000.0,20354000.0
04001,13574000.0,3411000.0,16985000.0
04003,117259000.0,223269000.0,340528000.0
04005,21156000.0,1437000.0,22593000.0
04007,8939000.0,412000.0,9351000.0
04009,7030000.0,49939000.0,56969000.0
04011,1871000.0,1239000.0,3110000.0
04013,815425000.0,742596000.0,1558021000.0
04015,7713000.0,48846000.0,56559000.0
04017,43098000.0,4898000.0,47996000.0
04019,10843000.0,87130000.0,97973000.0
04021,804410000.0,365172000.0,1169582000.0
04023,4846000.0,6486000.0,11332000.0
04025,22120000.0,11889000.0,34009000.0
05001,618000.0,328084000.0,328702000.0
05003,19327000.0,96357000.0,115684000.0
05005,28062000.0,1317000.0,29379000.0
05007,862899000.0,8257000.0,871156000.0
05009,217420000.0,3153000.0,220573000.0
05011,59553000.0,7938000.0,67491000.0
05013,3242000.0,480000.0,3722000.0
05015,517113000.0,4358000.0,521471000.0
05019,19812000.0,6019000.0,25831000.0
05021,102186000.0,206156000.0,308342000.0
05023,42208000.0,1884000.0,44092000.0
05025,113662000.0,885000.0,114547000.0
05027,26680000.0,2622000.0,29302000.0
05029,229973000.0,18511000.0,248484000.0
05031,1410000.0,239606000.0,241016000.0
05033,48917000.0,19928000.0,68845000.0
05035,650000.0,260727000.0,261377000.0
05037,530000.0,221417000.0,221947000.0
05039,417000.0,148000.0,565000.0
05041,7279000.0,204748000.0,212027000.0
05043,34681000.0,43245000.0,77926000.0
05045,18827000.0,14967000.0,33794000.0
05047,223256000.0,5699000.0,228955000.0
05049,54260000.0,1414000.0,55674000.0
05051,12710000.0,4769000.0,17479000.0
05053,6275000.0,871000.0,7146000.0
05055,11685000.0,155230000.0,166915000.0
05057,361503000.0,7984000.0,369487000.0
05059,26789000.0,1335000.0,28124000.0
05061,350218000.0,2212000.0,352430000.0
05063,224617000.0,37113000.0,261730000.0
05065,79581000.0,1485000.0,81066000.0
05067,6459000.0,190922000.0,197381000.0
05069,13616000.0,216461000.0,230077000.0
05071,220439000.0,5824000.0,226263000.0
05073,122168000.0,30255000.0,152423000.0
05075,93410000.0,148322000.0,241732000.0
05077,457000.0,240354000.0,240811000.0
05079,128952000.0,151845000.0,280797000.0
05081,123476000.0,20180000.0,143656000.0
05083,296548000.0,12600000.0,309148000.0
05085,31392000.0,264720000.0,296112000.0
05087,372315000.0,8232000.0,380547000.0
05089,55941000.0,905000.0,56846000.0
05091,23108000.0,54771000.0,77879000.0
05093,2608000.0,460044000.0,462652000.0
05097,22730000.0,1272000.0,24002000.0
05099,93811000.0,4535000.0,98346000.0
05101,41629000.0,956000.0,42585000.0
05103,11718000.0,839000.0,12557000.0
05105,45238000.0,13506000.0,58744000.0
05107,948000.0,305505000.0,306453000.0
05109,129041000.0,1110000.0,130151000.0
05111,673000.0,262455000.0,263128000.0
05113,196982000.0,1730000.0,198712000.0
05115,204763000.0,17086000.0,221849000.0
05117,12646000.0,161013000.0,173659000.0
05119,12949000.0,17210000.0,30159000.0
05121,266664000.0,64406000.0,331070000.0
05123,390000.0,203112000.0,203502000.0
05125,9463000.0,2569000.0,12032000.0
05127,237339000.0,2115000.0,239454000.0
05129,32416000.0,1313000.0,33729000.0
05131,128646000.0,6711000.0,135357000.0
05133,320762000.0,1859000.0,322621000.0
05135,228093000.0,3549000.0,231642000.0
05137,92472000.0,2364000.0,94836000.0
05139,18213000.0,827000.0,19040000.0
05141,14208000.0,1397000.0,15605000.0
05143,690363000.0,11555000.0,701918000.0
05145,173652000.0,62649000.0,236301000.0
05149,366755000.0,17661000.0,384416000.0
06001,15238000.0,119191000.0,134429000.0
06005,9573000.0,15756000.0,25329000.0
06007,23636000.0,490451000.0,514087000.0
06009,24270000.0,7422000.0,31692000.0
06011,17726000.0,535080000.0,552806000.0
06013,16570000.0,76859000.0,93429000.0
06015,33277000.0,10911000.0,44188000.0
06017,8765000.0,23391000.0,32156000.0
06019,1896233000.0,5099734000.0,6995967000.0
06021,120537000.0,427890000.0,548427000.0
06023,88278000.0,90603000.0,178881000.0
06025,809205000.0,2236942000.0,3046147000.0
06027,9108000.0,14529000.0,23637000.0
06029,1080584000.0,3932779000.0,5013363000.0
06031,1061829000.0,1071407000.0,2133236000.0
06033,3640000.0,67322000.0,70962000.0
06035,32939000.0,65151000.0,98090000.0
06037,21909000.0,177940000.0,199849000.0
06039,785825000.0,1219319000.0,2005144000.0
06041,45085000.0,8937000.0,54022000.0
06043,29801000.0,4136000.0,33937000.0
06045,8559000.0,134525000.0,143084000.0
06047,2341966000.0,1637985000.0,3979951000.0
06049,41821000.0,122831000.0,164652000.0
06051,3476000.0,31651000.0,35127000.0
06053,51007000.0,5421074000.0,5472081000.0
06055,10715000.0,705888000.0,716603000.0
06057,3511000.0,9405000.0,12916000.0
06059,1175000.0,69533000.0,70708000.0
06061,21709000.0,29677000.0,51386000.0
06063,6975000.0,11113000.0,18088000.0
06065,160237000.0,1113260000.0,1273497000.0
06067,131311000.0,436983000.0,568294000.0
06069,40969000.0,312282000.0,353251000.0
06071,358289000.0,99258000.0,457547000.0
06073,87946000.0,1004974000.0,1092920000.0
06077,910695000.0,2119795000.0,3030490000.0
06079,42702000.0,1150226000.0,1192928000.0
06081,2678000.0,85184000.0,87862000.0
06083,38048000.0,2570654000.0,2608702000.0
06085,6500000.0,305321000.0,311821000.0
06087,22311000.0,683895000.0,706206000.0
06089,50898000.0,34759000.0,85657000.0
06091,4745000.0,840000.0,5585000.0
06093,36983000.0,258743000.0,295726000.0
06095,71069000.0,394167000.0,465236000.0
06097,308598000.0,667796000.0,976394000.0
06099,1479203000.0,1439992000.0,2919195000.0
06101,13539000.0,432934000.0,446473000.0
06103,52028000.0,143704000.0,195732000.0
06107,3474680000.0,2881689000.0,6356369000.0
06109,34948000.0,1727000.0,36675000.0
06111,9587000.0,2119347000.0,2128934000.0
06113,39719000.0,619006000.0,658725000.0
06115,31080000.0,222718000.0,253798000.0
08001,25004000.0,69359000.0,94363000.0
08003,8152000.0,104260000.0,112412000.0
08005,6233000.0,5114000.0,11347000.0
08007,8495000.0,3413000.0,11908000.0
08009,54960000.0,75907000.0,130867000.0
08011,35976000.0,18262000.0,54238000.0
08013,4272000.0,21408000.0,25680000.0
08014,3000.0,0.0,3000.0
08015,7198000.0,2919000.0,10117000.0
08017,22075000.0,76099000.0,98174000.0
08019,0.0,21000.0,21000.0
08021,14941000.0,29700000.0,44641000.0
08023,2350000.0,26363000.0,28713000.0
08027,2109000.0,3450000.0,5559000.0
08029,41986000.0,37099000.0,79085000.0
08031,6000.0,993000.0,999000.0
08033,2605000.0,4919000.0,7524000.0
08035,7870000.0,6995000.0,14865000.0
08037,4356000.0,4218000.0,8574000.0
08039,31477000.0,15642000.0,47119000.0
08041,12985000.0,11561000.0,24546000.0
08043,7047000.0,4347000.0,11394000.0
08045,18089000.0,6963000.0,25052000.0
08047,75000.0,6000.0,81000.0
08049,8962000.0,1381000.0,10343000.0
08051,16882000.0,4408000.0,21290000.0
08053,155000.0,21000.0,176000.0
08057,40230000.0,8254000.0,48484000.0
08059,1963000.0,23125000.0,25088000.0
08061,22671000.0,57808000.0,80479000.0
08063,573904000.0,191157000.0,765061000.0
08065,1460000.0,164000.0,1624000.0
08067,16634000.0,16440000.0,33074000.0
08069,177088000.0,93528000.0,270616000.0
08071,27672000.0,3962000.0,31634000.0
08073,37195000.0,47801000.0,84996000.0
08075,612459000.0,120275000.0,732734000.0
08077,36863000.0,53900000.0,90763000.0
08079,713000.0,302000.0,1015000.0
08081,35641000.0,4301000.0,39942000.0
08083,10795000.0,27072000.0,37867000.0
08085,58457000.0,29443000.0,87900000.0
08087,670023000.0,95870000.0,765893000.0
08089,87615000.0,44995000.0,132610000.0
08091,2704000.0,577000.0,3281000.0
08093,6348000.0,1800000.0,8148000.0
08095,88357000.0,148205000.0,236562000.0
08099,347877000.0,81766000.0,429643000.0
08101,25433000.0,26590000.0,52023000.0
08103,18304000.0,4889000.0,23193000.0
08105,9631000.0,141102000.0,150733000.0
08107,37620000.0,10249000.0,47869000.0
08109,17314000.0,140333000.0,157647000.0
08113,4685000.0,733000.0,5418000.0
08115,32752000.0,64271000.0,97023000.0
08117,2166000.0,490000.0,2656000.0
08119,1595000.0,86000.0,1681000.0
08121,127478000.0,114287000.0,241765000.0
08123,1944868000.0,439837000.0,2384705000.0
08125,803132000.0,287474000.0,1090606000.0
09001,14096000.0,21258000.0,35354000.0
09003,7025000.0,91161000.0,98186000.0
09005,28783000.0,29836000.0,58619000.0
09007,2908000.0,52808000.0,55716000.0
09009,7638000.0,126265000.0,133903000.0
09011,80109000.0,110318000.0,190427000.0
09013,25370000.0,50002000.0,75372000.0
09015,28824000.0,27633000.0,56457000.0
10001,396998000.0,173669000.0,570667000.0
10003,54840000.0,53790000.0,108630000.0
10005,1173217000.0,243241000.0,1416458000.0
12001,24023000.0,122338000.0,146361000.0
12003,2547000.0,18595000.0,21142000.0
12005,731000.0,2954000.0,3685000.0
12007,13038000.0,9334000.0,22372000.0
12009,18953000.0,68213000.0,87166000.0
12011,4186000.0,58910000.0,63096000.0
12013,4436000.0,23242000.0,27678000.0
12015,8010000.0,59168000.0,67178000.0
12017,8730000.0,14934000.0,23664000.0
12019,4395000.0,2158000.0,6553000.0
12021,6794000.0,381075000.0,387869000.0
12023,28338000.0,35176000.0,63514000.0
12027,37622000.0,180429000.0,218051000.0
12029,1403000.0,9398000.0,10801000.0
12031,1280000.0,5520000.0,6800000.0
12033,7173000.0,38872000.0,46045000.0
12035,1932000.0,56578000.0,58510000.0
12037,980000.0,45000.0,1025000.0
12039,8321000.0,40508000.0,48829000.0
12041,148363000.0,67989000.0,216352000.0
12043,40790000.0,84564000.0,125354000.0
12045,2369000.0,493000.0,2862000.0
12047,26422000.0,26140000.0,52562000.0
12049,62439000.0,166074000.0,228513000.0
12051,30011000.0,602629000.0,632640000.0
12053,7482000.0,29047000.0,36529000.0
12055,40410000.0,185063000.0,225473000.0
12057,42963000.0,661031000.0,703994000.0
12059,13549000.0,17327000.0,30876000.0
12061,33016000.0,91083000.0,124099000.0
12063,30947000.0,81211000.0,112158000.0
12065,34953000.0,79633000.0,114586000.0
12067,99782000.0,53545000.0,153327000.0
12069,24084000.0,252681000.0,276765000.0
12071,17195000.0,115680000.0,132875000.0
12073,1150000.0,11905000.0,13055000.0
12075,75937000.0,68644000.0,144581000.0
12077,2594000.0,177000.0,2771000.0
12079,79119000.0,89535000.0,168654000.0
12081,43197000.0,278621000.0,321818000.0
12083,159257000.0,61320000.0,220577000.0
12085,11119000.0,109866000.0,120985000.0
12086,29628000.0,1106142000.0,1135770000.0
12087,10398000.0,144000.0,10542000.0
12089,12163000.0,3092000.0,15255000.0
12091,1670000.0,4791000.0,6461000.0
12093,255188000.0,47163000.0,302351000.0
12095,17233000.0,377377000.0,394610000.0
12097,60067000.0,38635000.0,98702000.0
12099,36718000.0,1214278000.0,1250996000.0
12101,68019000.0,69313000.0,137332000.0
12103,261000.0,6831000.0,7092000.0
12105,65296000.0,238431000.0,303727000.0
12107,12542000.0,62235000.0,74777000.0
12109,1922000.0,55911000.0,57833000.0
12111,13551000.0,98925000.0,112476000.0
12113,4021000.0,60195000.0,64216000.0
12115,8017000.0,40506000.0,48523000.0
12117,5710000.0,10377000.0,16087000.0
12119,37933000.0,48531000.0,86464000.0
12121,210682000.0,79359000.0,290041000.0
12123,20235000.0,1766000.0,22001000.0
12125,2543000.0,5316000.0,7859000.0
12127,7172000.0,243898000.0,251070000.0
12129,3463000.0,7609000.0,11072000.0
12131,27111000.0,11981000.0,39092000.0
12133,3708000.0,4800000.0,8508000.0
13001,134776000.0,61457000.0,196233000.0
13003,39480000.0,46282000.0,85762000.0
13005,45207000.0,62048000.0,107255000.0
13007,15286000.0,43610000.0,58896000.0
13009,754000.0,1153000.0,1907000.0
13011,233662000.0,2813000.0,236475000.0
13013,91912000.0,927000.0,92839000.0
13015,99515000.0,26863000.0,126378000.0
13017,6767000.0,15132000.0,21899000.0
13019,39443000.0,68709000.0,108152000.0
13021,20003000.0,277000.0,20280000.0
13023,545000.0,13449000.0,13994000.0
13027,76462000.0,116667000.0,193129000.0
13029,993000.0,1402000.0,2395000.0
13031,22319000.0,97062000.0,119381000.0
13033,60827000.0,81307000.0,142134000.0
13035,1411000.0,2718000.0,4129000.0
13037,17549000.0,69522000.0,87071000.0
13039,390000.0,598000.0,988000.0
13043,6229000.0,26927000.0,33156000.0
13045,283004000.0,27937000.0,310941000.0
13047,37245000.0,912000.0,38157000.0
13049,1597000.0,299000.0,1896000.0
13051,1225000.0,8924000.0,10149000.0
13055,92001000.0,4734000.0,96735000.0
13057,18287000.0,5244000.0,23531000.0
13061,2730000.0,16238000.0,18968000.0
13063,122000.0,106000.0,228000.0
13065,4598000.0,66546000.0,71144000.0
13069,191223000.0,101887000.0,293110000.0
13071,195101000.0,190651000.0,385752000.0
13073,815000.0,5182000.0,5997000.0
13075,65799000.0,64080000.0,129879000.0
13077,2788000.0,12353000.0,15141000.0
13079,85593000.0,8164000.0,93757000.0
13081,14321000.0,76688000.0,91009000.0
13083,51635000.0,1013000.0,52648000.0
13085,122791000.0,596000.0,123387000.0
13087,32182000.0,188340000.0,220522000.0
13089,7000.0,479000.0,486000.0
13091,5159000.0,16926000.0,22085000.0
13093,17837000.0,144648000.0,162485000.0
13095,2300000.0,17326000.0,19626000.0
13097,1898000.0,523000.0,2421000.0
13099,8226000.0,58017000.0,66243000.0
13101,4086000.0,14377000.0,18463000.0
13103,725000.0,16395000.0,17120000.0
13105,176857000.0,5651000.0,182508000.0
13107,1107000.0,27036000.0,28143000.0
13109,22880000.0,20831000.0,43711000.0
13111,15677000.0,3909000.0,19586000.0
13113,428000.0,1404000.0,1832000.0
13115,61699000.0,7901000.0,69600000.0
13117,32827000.0,7469000.0,40296000.0
13119,481771000.0,4704000.0,486475000.0
13121,6460000.0,1072000.0,7532000.0
13123,270870000.0,6714000.0,277584000.0
13125,411000.0,2465000.0,2876000.0
13127,384000.0,167000.0,551000.0
13129,349797000.0,18611000.0,368408000.0
13131,84209000.0,60386000.0,144595000.0
13133,71885000.0,8565000.0,80450000.0
13135,318000.0,9597000.0,9915000.0
13137,130954000.0,2831000.0,133785000.0
13139,201844000.0,6631000.0,208475000.0
13141,3553000.0,1417000.0,4970000.0
13143,82876000.0,1868000.0,84744000.0
13145,1767000.0,2697000.0,4464000.0
13147,357073000.0,25958000.0,383031000.0
13149,65055000.0,3050000.0,68105000.0
13151,1000000.0,2635000.0,3635000.0
13153,11260000.0,17140000.0,28400000.0
13155,13201000.0,58462000.0,71663000.0
13157,289746000.0,6374000.0,296120000.0
13159,83785000.0,2049000.0,85834000.0
13161,29367000.0,27324000.0,56691000.0
13163,11717000.0,65736000.0,77453000.0
13165,2462000.0,20877000.0,23339000.0
13167,1837000.0,15949000.0,17786000.0
13169,20524000.0,995000.0,21519000.0
13171,51349000.0,12150000.0,63499000.0
13173,230000.0,26601000.0,26831000.0
13175,9073000.0,26208000.0,35281000.0
13179,170000.0,151000.0,321000.0
13181,7409000.0,829000.0,8238000.0
13183,12149000.0,3119000.0,15268000.0
13185,1291000.0,37161000.0,38452000.0
13187,91327000.0,2888000.0,94215000.0
13193,319735000.0,67556000.0,387291000.0
13195,396902000.0,5758000.0,402660000.0
13197,11883000.0,5900000.0,17783000.0
13199,5048000.0,10021000.0,15069000.0
13201,11648000.0,86134000.0,97782000.0
13205,182688000.0,163404000.0,346092000.0
13207,91221000.0,0.0,91221000.0
13209,2933000.0,22405000.0,25338000.0
13211,138628000.0,7179000.0,145807000.0
13213,193081000.0,12409000.0,205490000.0
13215,4000.0,162000.0,166000.0
13217,7687000.0,2266000.0,9953000.0
13219,28021000.0,25116000.0,53137000.0
13221,388667000.0,18754000.0,407421000.0
13223,5064000.0,1254000.0,6318000.0
13225,7046000.0,75551000.0,82597000.0
13227,62990000.0,1676000.0,64666000.0
13229,13096000.0,39167000.0,52263000.0
13231,8153000.0,4614000.0,12767000.0
13233,44153000.0,16636000.0,60789000.0
13235,22370000.0,28261000.0,50631000.0
13237,29549000.0,2914000.0,32463000.0
13239,564000.0,0.0,564000.0
13241,6829000.0,9431000.0,16260000.0
13243,2463000.0,47130000.0,49593000.0
13245,215000.0,3233000.0,3448000.0
13247,635000.0,326000.0,961000.0
13251,3623000.0,71760000.0,75383000.0
13253,2560000.0,78835000.0,81395000.0
13255,4561000.0,1872000.0,6433000.0
13257,93091000.0,876000.0,93967000.0
13259,496000.0,14014000.0,14510000.0
13261,96079000.0,88129000.0,184208000.0
13263,402000.0,376000.0,778000.0
13265,72880000.0,110000.0,72990000.0
13267,372493000.0,141555000.0,514048000.0
13269,38206000.0,30593000.0,68799000.0
13271,1419000.0,17915000.0,19334000.0
13273,653000.0,93178000.0,93831000.0
13275,39785000.0,74142000.0,113927000.0
13277,2583000.0,70450000.0,73033000.0
13279,46363000.0,77017000.0,123380000.0
13281,372000.0,307000.0,679000.0
13283,477000.0,13390000.0,13867000.0
13285,2278000.0,2356000.0,4634000.0
13287,11601000.0,53338000.0,64939000.0
13289,911000.0,15782000.0,16693000.0
13291,33056000.0,6753000.0,39809000.0
13293,47681000.0,2792000.0,50473000.0
13295,176117000.0,9521000.0,185638000.0
13297,27960000.0,9395000.0,37355000.0
13299,8105000.0,30298000.0,38403000.0
13301,1266000.0,3016000.0,4282000.0
13303,8094000.0,17542000.0,25636000.0
13305,20579000.0,24671000.0,45250000.0
13309,387000.0,19567000.0,19954000.0
13311,100648000.0,3119000.0,103767000.0
13313,134829000.0,1911000.0,136740000.0
13315,70979000.0,49544000.0,120523000.0
13317,114953000.0,8971000.0,123924000.0
13319,4907000.0,899000.0,5806000.0
13321,19397000.0,140072000.0,159469000.0
16001,151990000.0,39332000.0,191322000.0
16003,12812000.0,2764000.0,15576000.0
16005,13026000.0,32650000.0,45676000.0
16007,16928000.0,12106000.0,29034000.0
16009,459000.0,24985000.0,25444000.0
16011,99604000.0,476088000.0,575692000.0
16013,16507000.0,48959000.0,65466000.0
16015,2455000.0,4876000.0,7331000.0
16017,4376000.0,10334000.0,14710000.0
16019,74733000.0,181323000.0,256056000.0
16021,4096000.0,44816000.0,48912000.0
16025,5114000.0,27581000.0,32695000.0
16027,375471000.0,453907000.0,829378000.0
16029,32828000.0,81384000.0,114212000.0
16031,762844000.0,390187000.0,1153031000.0
16033,9864000.0,39187000.0,49051000.0
16035,4991000.0,3490000.0,8481000.0
16037,20136000.0,10956000.0,31092000.0
16039,497702000.0,94044000.0,591746000.0
16041,94264000.0,37557000.0,131821000.0
16043,19163000.0,228065000.0,247228000.0
16045,15711000.0,22149000.0,37860000.0
16047,981724000.0,135890000.0,1117614000.0
16049,26212000.0,49927000.0,76139000.0
16051,164696000.0,216106000.0,380802000.0
16053,742980000.0,201101000.0,944081000.0
16055,3762000.0,19591000.0,23353000.0
16057,3885000.0,97626000.0,101511000.0
16059,24120000.0,8060000.0,32180000.0
16063,219244000.0,35359000.0,254603000.0
16065,5920000.0,206490000.0,212410000.0
16067,134985000.0,412353000.0,547338000.0
16069,6482000.0,89503000.0,95985000.0
16071,16269000.0,37465000.0,53734000.0
16073,364331000.0,98692000.0,463023000.0
16075,231798000.0,81867000.0,313665000.0
16077,61045000.0,299477000.0,360522000.0
16079,137000.0,85000.0,222000.0
16081,5368000.0,57258000.0,62626000.0
16083,856664000.0,279269000.0,1135933000.0
16085,10738000.0,1685000.0,12423000.0
16087,22040000.0,39570000.0,61610000.0
17001,140932000.0,268222000.0,409154000.0
17003,403000.0,27547000.0,27950000.0
17005,8918000.0,114450000.0,123368000.0
17007,20964000.0,124801000.0,145765000.0
17009,20762000.0,64168000.0,84930000.0
17011,54789000.0,509821000.0,564610000.0
17013,4603000.0,41690000.0,46293000.0
17015,82316000.0,261943000.0,344259000.0
17017,22151000.0,133955000.0,156106000.0
17019,13992000.0,569095000.0,583087000.0
17021,35421000.0,365236000.0,400657000.0
17023,50339000.0,198377000.0,248716000.0
17025,12015000.0,156909000.0,168924000.0
17027,179066000.0,233923000.0,412989000.0
17029,12586000.0,184390000.0,196976000.0
17031,3010000.0,19388000.0,22398000.0
17033,16408000.0,174035000.0,190443000.0
17035,45182000.0,119450000.0,164632000.0
17037,166256000.0,377578000.0,543834000.0
17039,2599000.0,181473000.0,184072000.0
17041,4989000.0,216177000.0,221166000.0
17043,93000.0,7178000.0,7271000.0
17047,7256000.0,81633000.0,88889000.0
17049,95346000.0,203160000.0,298506000.0
17051,28404000.0,218883000.0,247287000.0
17053,43266000.0,256541000.0,299807000.0
17055,30557000.0,98601000.0,129158000.0
17057,48827000.0,256289000.0,305116000.0
17059,2766000.0,142222000.0,144988000.0
17061,42204000.0,212535000.0,254739000.0
17063,1416000.0,185699000.0,187115000.0
17065,1589000.0,141754000.0,143343000.0
17067,107372000.0,312978000.0,420350000.0
17071,27046000.0,164640000.0,191686000.0
17073,68295000.0,439738000.0,508033000.0
17075,130155000.0,641908000.0,772063000.0
17077,18305000.0,168318000.0,186623000.0
17079,82455000.0,180310000.0,262765000.0
17081,19955000.0,116131000.0,136086000.0
17083,4833000.0,118133000.0,122966000.0
17085,64448000.0,178076000.0,242524000.0
17087,7542000.0,21406000.0,28948000.0
17089,58190000.0,225813000.0,284003000.0
17091,42866000.0,324658000.0,367524000.0
17093,856000.0,153698000.0,154554000.0
17095,76335000.0,383997000.0,460332000.0
17097,6045000.0,40971000.0,47016000.0
17099,32249000.0,581926000.0,614175000.0
17101,77142000.0,182955000.0,260097000.0
17103,25040000.0,375022000.0,400062000.0
17105,108299000.0,604277000.0,712576000.0
17107,30289000.0,405673000.0,435962000.0
17109,41060000.0,237393000.0,278453000.0
17111,30827000.0,213422000.0,244249000.0
17113,113420000.0,607743000.0,721163000.0
17115,4992000.0,286487000.0,291479000.0
17117,75383000.0,368610000.0,443993000.0
17119,13754000.0,207949000.0,221703000.0
17121,72273000.0,160579000.0,232852000.0
17123,2590000.0,194312000.0,196902000.0
17125,16175000.0,298972000.0,315147000.0
17127,3362000.0,67287000.0,70649000.0
17129,3707000.0,133921000.0,137628000.0
17131,133593000.0,223292000.0,356885000.0
17133,16420000.0,116302000.0,132722000.0
17135,125798000.0,320720000.0,446518000.0
17137,15546000.0,239131000.0,254677000.0
17139,12528000.0,181117000.0,193645000.0
17141,101996000.0,374799000.0,476795000.0
17143,13502000.0,236055000.0,249557000.0
17145,6369000.0,104181000.0,110550000.0
17147,697000.0,255139000.0,255836000.0
17149,89248000.0,263976000.0,353224000.0
17151,2512000.0,15729000.0,18241000.0
17153,2503000.0,59264000.0,61767000.0
17155,5620000.0,53029000.0,58649000.0
17157,24045000.0,149347000.0,173392000.0
17159,35582000.0,150614000.0,186196000.0
17161,20798000.0,119103000.0,139901000.0
17163,35395000.0,206503000.0,241898000.0
17165,47159000.0,87400000.0,134559000.0
17167,16617000.0,503959000.0,520576000.0
17169,37562000.0,106974000.0,144536000.0
17171,17010000.0,84197000.0,101207000.0
17173,42560000.0,292486000.0,335046000.0
17175,16219000.0,168975000.0,185194000.0
17177,187975000.0,259752000.0,447727000.0
17179,31436000.0,346372000.0,377808000.0
17181,3438000.0,51168000.0,54606000.0
17183,13364000.0,435961000.0,449325000.0
17185,3535000.0,82498000.0,86033000.0
17187,38794000.0,265246000.0,304040000.0
17189,85573000.0,278463000.0,364036000.0
17191,79137000.0,193439000.0,272576000.0
17193,5269000.0,190255000.0,195524000.0
17195,106056000.0,346974000.0,453030000.0
17197,7793000.0,226933000.0,234726000.0
17199,9105000.0,43156000.0,52261000.0
17201,35199000.0,134839000.0,170038000.0
17203,86604000.0,258235000.0,344839000.0
18001,192823000.0,173313000.0,366136000.0
18003,55600000.0,254903000.0,310503000.0
18005,17806000.0,110964000.0,128770000.0
18007,73956000.0,224401000.0,298357000.0
18009,15301000.0,62875000.0,78176000.0
18011,18351000.0,211879000.0,230230000.0
18013,480000.0,4493000.0,4973000.0
18015,110423000.0,189484000.0,299907000.0
18017,54573000.0,198376000.0,252949000.0
18019,8163000.0,50736000.0,58899000.0
18021,2395000.0,141299000.0,143694000.0
18023,69122000.0,205049000.0,274171000.0
18025,10830000.0,17220000.0,28050000.0
18027,249533000.0,153610000.0,403143000.0
18029,3844000.0,9250000.0,13094000.0
18031,136918000.0,153814000.0,290732000.0
18033,40811000.0,125795000.0,166606000.0
18035,11228000.0,145015000.0,156243000.0
18037,392944000.0,94744000.0,487688000.0
18039,351374000.0,146413000.0,497787000.0
18041,1149000.0,77572000.0,78721000.0
18043,1308000.0,5613000.0,6921000.0
18045,7412000.0,168406000.0,175818000.0
18047,12126000.0,90891000.0,103017000.0
18049,49970000.0,145336000.0,195306000.0
18051,46448000.0,222298000.0,268746000.0
18053,20654000.0,147104000.0,167758000.0
18055,69394000.0,110731000.0,180125000.0
18057,2251000.0,138518000.0,140769000.0
18059,47965000.0,158849000.0,206814000.0
18061,43322000.0,64633000.0,107955000.0
